Machine Module SVA1032X
Trace Name,Trace A
Meas Type,S11
Start Frequency,+1.000000000E+05
Stop Frequency,+1.000000000E+08
Format,Smith,R+jX
IFBW,1.000000e+04




Trace Data
Frequency,Formatted Data
1.000000e+05,3.725418e+01,1.054160e+01,1.677748e-05,H
5.995000e+05,3.868141e+01,1.641569e+01,4.358028e-06,H
1.099000e+06,4.080997e+01,1.846337e+01,2.673828e-06,H
1.598500e+06,4.252247e+01,1.991953e+01,1.983292e-06,H
2.098000e+06,4.519388e+01,2.094973e+01,1.589253e-06,H
2.597500e+06,4.680907e+01,2.236959e+01,1.370638e-06,H
3.097000e+06,4.988545e+01,2.384194e+01,1.225238e-06,H
3.596500e+06,5.213806e+01,2.512787e+01,1.111977e-06,H
4.096000e+06,5.500557e+01,2.638966e+01,1.025402e-06,H
4.595500e+06,5.767855e+01,2.795373e+01,9.681155e-07,H
5.095000e+06,6.031214e+01,2.896350e+01,9.047467e-07,H
5.594500e+06,6.224309e+01,3.057063e+01,8.696875e-07,H
6.094000e+06,6.487635e+01,3.205848e+01,8.372605e-07,H
6.593500e+06,6.719880e+01,3.285355e+01,7.930242e-07,H
7.093000e+06,6.960676e+01,3.359672e+01,7.538536e-07,H
7.592500e+06,7.329212e+01,3.520929e+01,7.380615e-07,H
8.092000e+06,7.588036e+01,3.505235e+01,6.894160e-07,H
8.591500e+06,7.938045e+01,3.635472e+01,6.734603e-07,H
9.091000e+06,8.264457e+01,3.749721e+01,6.564588e-07,H
9.590500e+06,8.745686e+01,3.692853e+01,6.128313e-07,H
1.009000e+07,9.146831e+01,3.698161e+01,5.833307e-07,H
1.058950e+07,9.500333e+01,3.763194e+01,5.655894e-07,H
1.108900e+07,9.926532e+01,3.721512e+01,5.341303e-07,H
1.158850e+07,1.038505e+02,3.491252e+01,4.794840e-07,H
1.208800e+07,1.103686e+02,3.432417e+01,4.519244e-07,H
1.258750e+07,1.147803e+02,3.326631e+01,4.206155e-07,H
1.308700e+07,1.200541e+02,2.929216e+01,3.562308e-07,H
1.358650e+07,1.247883e+02,2.929872e+01,3.432110e-07,H
1.408600e+07,1.303556e+02,2.433697e+01,2.749786e-07,H
1.458550e+07,1.351529e+02,2.104640e+01,2.296553e-07,H
1.508500e+07,1.399270e+02,1.503594e+01,1.586373e-07,H
1.558450e+07,1.458099e+02,1.059960e+01,1.082472e-07,H
1.608400e+07,1.490833e+02,3.317619e+00,3.282861e-08,H
1.658350e+07,1.537039e+02,-4.697169e+00,2.043185e-09,F
1.708300e+07,1.542508e+02,-1.214179e+01,7.673140e-10,F
1.758250e+07,1.563160e+02,-1.809278e+01,5.003043e-10,F
1.808200e+07,1.601850e+02,-2.489081e+01,3.536183e-10,F
1.858150e+07,1.597952e+02,-3.548501e+01,2.413762e-10,F
1.908100e+07,1.571125e+02,-4.073992e+01,2.047382e-10,F
1.958050e+07,1.600019e+02,-5.008271e+01,1.622963e-10,F
2.008000e+07,1.552522e+02,-6.047329e+01,1.310668e-10,F
2.057950e+07,1.512736e+02,-6.638645e+01,1.164946e-10,F
2.107900e+07,1.491498e+02,-7.441154e+01,1.014682e-10,F
2.157850e+07,1.433627e+02,-7.944980e+01,9.283379e-11,F
2.207800e+07,1.367408e+02,-8.772754e+01,8.217211e-11,F
2.257750e+07,1.310412e+02,-9.162255e+01,7.693818e-11,F
2.307700e+07,1.295677e+02,-9.496595e+01,7.262278e-11,F
2.357650e+07,1.189566e+02,-9.708890e+01,6.952984e-11,F
2.407600e+07,1.152817e+02,-1.021055e+02,6.474211e-11,F
2.457550e+07,1.085028e+02,-1.025634e+02,6.314305e-11,F
2.507500e+07,1.006400e+02,-1.044682e+02,6.075684e-11,F
2.557450e+07,9.595861e+01,-1.041253e+02,5.976633e-11,F
2.607400e+07,9.129835e+01,-1.052997e+02,5.796758e-11,F
2.657350e+07,8.599484e+01,-1.044678e+02,5.733092e-11,F
